id,name,source,prescription_required,retail_price,discounted_price,manufacturer,quantity,packaging_form,salts,salts_encoded,packaging_encoded,manufacturer_encoded,quantity_numeric,retail_price_scaled,discounted_price_scaled,text_representation,cluster_id,pca_x,pca_y
source_7-90423,doloflexmr tablet,source_7,True,80.0,69.84,nova indus pharmaceuticals,10.0 tablets in 1 strip,strip,aceclofenac (100mg) + paracetamol (325mg) + chlorzoxazone (250mg),3,57,190,10.0,-0.08266169054867106,-0.08529930301318991,doloflexmr tablet aceclofenac (100mg) + paracetamol (325mg) + chlorzoxazone (250mg) strip,4,-0.23983511,-0.05717016
source_1-65141,doloflexmr tablet 10s,source_1,True,80.0,70.4,nova indus pharmaceuticals,10,Strip | Tablet,aceclofenac-100mg + chlorzoxazone-250mg + paracetamol-325mg,89,42,190,10.0,-0.08266169054867106,-0.08424062106019758,doloflexmr tablet 10s aceclofenac-100mg + chlorzoxazone-250mg + paracetamol-325mg Strip | Tablet,4,-0.23738013,-0.0055518607
source_7-90424,doloflex oral suspension,source_7,True,37.0,35.9,stride healthcare,60.0 ml in 1 bottle,bottle,ibuprofen (100mg) + paracetamol (125mg),408,55,243,60.0,-0.1388620552896875,-0.14946299137847444,doloflex oral suspension ibuprofen (100mg) + paracetamol (125mg) bottle,0,-0.0059976447,-0.438733
source_7-90425,doloflexp oral suspension,source_7,True,58.0,50.58,nova indus pharmaceuticals,60.0 ml in 1 bottle,bottle,aceclofenac (50mg) + paracetamol (125mg),20,55,190,60.0,-0.11141536553244692,-0.12171040018217576,doloflexp oral suspension aceclofenac (50mg) + paracetamol (125mg) bottle,0,-0.0047255927,-0.3765397
source_6-75815,doloflex p strip of 10 tablets,source_6,True,11.0,11.0,nova indus pharmaceuticals,10 Tablet(s) in Strip,STRIP,aceclofenac(100.0 mg) + paracetamol / acetaminophen(325.0 mg),70,38,190,10.0,-0.17284367117960445,-0.1965365282168829,doloflex p strip of 10 tablets aceclofenac(100.0 mg) + paracetamol / acetaminophen(325.0 mg) STRIP,4,-0.24038845,-0.08586516
source_7-90426,doloflexp tablet,source_7,True,42.0,40.7,nova indus pharmaceuticals,10.0 tablets in 1 strip,strip,aceclofenac (100mg) + paracetamol (325mg),2,57,190,10.0,-0.1323271291570112,-0.14038857463854024,doloflexp tablet aceclofenac (100mg) + paracetamol (325mg) strip,4,-0.28720695,-0.079496205
source_7-90427,doloflex plus tablet,source_7,True,43.0,41.7,stride healthcare,10.0 tablets in 1 strip,strip,aceclofenac (100mg) + paracetamol (325mg),2,57,243,10.0,-0.13102014393047592,-0.13849807115105395,doloflex plus tablet aceclofenac (100mg) + paracetamol (325mg) strip,4,-0.27730802,-0.11101904
source_2-39647,doloflexsp tablet,source_2,True,85.0,69.7,nova indus pharmaceuticals,10 tablets,strip,"aceclofenac 100mg,paracetamol/acetaminophen 325mg,",51,57,190,10.0,-0.07612676441599474,-0.08556397350143799,"doloflexsp tablet aceclofenac 100mg,paracetamol/acetaminophen 325mg, strip",4,-0.2890222,-0.14324945
source_1-65143,doloflexsp tablet 10s,source_1,True,98.0,86.24,nova indus pharmaceuticals,10,Strip | Tablet,aceclofenac-100mg + paracetamol-325mg + serratiopeptidase-15mg,94,42,190,10.0,-0.05913595647103627,-0.05429504581841487,doloflexsp tablet 10s aceclofenac-100mg + paracetamol-325mg + serratiopeptidase-15mg Strip | Tablet,4,-0.28080833,-0.058342677
source_7-90429,doloflex t 100mg4mg tablet,source_7,True,165.0,160.0,stride healthcare,10.0 tablets in 1 strip,strip,aceclofenac (100mg) + thiocolchicoside (4mg),13,57,243,10.0,0.02843205370682657,0.08514849141857347,doloflex t 100mg4mg tablet aceclofenac (100mg) + thiocolchicoside (4mg) strip,1,-0.19816417,0.14241554
source_6-75816,doloflex tube of 30gm gel,source_6,False,72.0,72.0,nova indus pharmaceuticals,30g Gel in Tube,TUBE,diclofenac(1.16 %w/w) + linseed oil(3.0 %w/w) + menthol(5.0 %w/w) + methyl salicylate(10.0 %w/w),288,43,190,30.0,-0.0931175723609532,-0.08121581548021954,doloflex tube of 30gm gel diclofenac(1.16 %w/w) + linseed oil(3.0 %w/w) + menthol(5.0 %w/w) + methyl salicylate(10.0 %w/w) TUBE,3,0.33385253,-0.084381774
source_2-39648,doloflextz tablet,source_2,True,82.0,67.24,nova indus pharmaceuticals,10 tablets,strip,"aceclofenac 100mg,paracetamol/acetaminophen 325mg,",51,57,190,10.0,-0.08004772009560053,-0.09021461208065427,"doloflextz tablet aceclofenac 100mg,paracetamol/acetaminophen 325mg, strip",4,-0.27077177,-0.124745116
source_7-90431,doloforce 40mg injection,source_7,True,38.96,34.29,mankind pharma ltd,2.0 ml in 1 vial,injection,piroxicam (40mg),625,56,158,2.0,-0.13630036424567837,-0.1525067019933273,doloforce 40mg injection piroxicam (40mg) injection,2,0.26107165,0.06922566
source_6-75817,doloforce ampoule of 2ml injection,source_6,True,34.45,34.45,mankind pharmaceuticals ltd,2ml Injection in Ampoule,AMPOULE,piroxicam(20.0 mg),635,0,160,2.0,-0.14219486761735245,-0.15220422143532952,doloforce ampoule of 2ml injection piroxicam(20.0 mg) AMPOULE,2,0.3541579,0.12152026
source_6-75818,doloforce dt 10mg strip of 10 tablets,source_6,True,77.05,67.8,mankind pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,piroxicam(10.0 mg),634,38,160,10.0,-0.08651729696695011,-0.08915593012766194,doloforce dt 10mg strip of 10 tablets piroxicam(10.0 mg) STRIP,1,-0.028608996,0.2998605
source_3-2154,doloforce dt 10mg tab 1x10,source_3,True,83.54,71.01,mankind pharma ltd,10,Strip TABLET,piroxicam 20 mg,628,40,158,10.0,-0.07803496284673621,-0.08308741393283096,doloforce dt 10mg tab 1x10 piroxicam 20 mg Strip TABLET,1,-0.109792225,0.35949218
source_6-75819,doloforce dt 20mg strip of 10 tablets,source_6,True,83.54,77.69,mankind pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,piroxicam(20.0 mg),635,38,160,10.0,-0.07803496284673621,-0.0704588506364226,doloforce dt 20mg strip of 10 tablets piroxicam(20.0 mg) STRIP,1,-0.024261462,0.27365074
source_7-90432,doloforce dt tablet,source_7,True,83.54,67.5,mankind pharma ltd,10.0 tablet dt in 1 strip,strip,piroxicam (20mg),624,57,158,10.0,-0.07803496284673621,-0.08972308117390783,doloforce dt tablet piroxicam (20mg) strip,1,-0.057899255,0.34440947
source_1-65144,doloforce  dt tablet 10s,source_1,True,83.5,73.5,mankind pharma pvt ltd,10,Strip | Tablet,piroxicam-20mg,638,42,159,10.0,-0.07808724225579763,-0.07838006024899012,doloforce  dt tablet 10s piroxicam-20mg Strip | Tablet,1,-0.07314046,0.34123996
source_1-65145,doloforce injection 4 x 2 ml,source_1,True,141.5,124.5,mankind pharma pvt ltd,4 x 2,Box | Injection,piroxicam-40mg,639,26,159,4.0,-0.002282099116752188,0.01803561761281038,doloforce injection 4 x 2 ml piroxicam-40mg Box | Injection,2,0.3151773,0.010941761
source_6-75820,doloforce plus injection,source_6,True,32.2,32.2,mankind pharmaceuticals ltd,1ml Injection,INJECTION,piroxicam(20.0 mg),635,31,160,1.0,-0.1451355843770568,-0.15645785428217365,doloforce plus injection piroxicam(20.0 mg) INJECTION,2,0.28213102,0.05777759
source_2-39651,doloforce plus tablet,source_2,True,35.0,28.7,mankind pharma ltd,10 tablets,strip,"paracetamol/acetaminophen 325mg,piroxicam 20mg",604,57,158,10.0,-0.14147602574275805,-0.16307461648837565,"doloforce plus tablet paracetamol/acetaminophen 325mg,piroxicam 20mg strip",4,-0.23934437,-0.1060421
source_1-65146,doloforce plus tablet,source_1,True,42.3,37.224,windlas biotech pvt ltd,10,Strip | Tablet,paracetamol-325mg + piroxicam-20mg,590,42,276,10.0,-0.13193503358905062,-0.14695996476104256,doloforce plus tablet paracetamol-325mg + piroxicam-20mg Strip | Tablet,4,-0.22557978,-0.05886973
source_7-90433,dolofort 100mg injection,source_7,True,143.3909250764526,115.28856905660376,hetero drugs ltd,100,injection,tramadol (100mg),708,56,118,100.0,0.00018931202265641518,0.000621375289580718,dolofort 100mg injection tramadol (100mg) injection,2,0.12396092,-0.22092949
source_7-90434,dolofort 50mg injection,source_7,True,143.3909250764526,115.28856905660376,hetero drugs ltd,50,injection,tramadol (50mg),710,56,118,50.0,0.00018931202265641518,0.000621375289580718,dolofort 50mg injection tramadol (50mg) injection,2,0.10424129,-0.23818417
source_1-65147,doloforte tablet 10s,source_1,False,41.0,36.08,micro labs ltd,10,Strip | Tablet,paracetamol-500mg,592,42,177,10.0,-0.13363411438354644,-0.1491227007507269,doloforte tablet 10s paracetamol-500mg Strip | Tablet,4,-0.27425414,-0.062135834
source_7-90435,dolofresh 100mg325mg tablet,source_7,True,44.0,43.5,smart laboratories pvt ltd,10.0 tablets in 1 strip,strip,aceclofenac (100mg) + paracetamol (325mg),2,57,236,10.0,-0.12971315870394065,-0.13509516487357864,dolofresh 100mg325mg tablet aceclofenac (100mg) + paracetamol (325mg) strip,4,-0.31518126,-0.04206749
source_6-75822,dolofresh alu strip of 10 tablets,source_6,True,50.0,42.5,smart laboratories pvt ltd,10 Tablet(s) in Strip,STRIP,aceclofenac(100.0 mg) + paracetamol / acetaminophen(325.0 mg),70,38,236,10.0,-0.12187124734472905,-0.13698566836106493,dolofresh alu strip of 10 tablets aceclofenac(100.0 mg) + paracetamol / acetaminophen(325.0 mg) STRIP,4,-0.19958551,-0.028601551
source_7-90436,dolofresh mr 100mg325mg250mg tablet,source_7,True,85.0,82.4,smart laboratories pvt ltd,10.0 tablets in 1 strip,strip,aceclofenac (100mg) + paracetamol (325mg) + chlorzoxazone (250mg),3,57,236,10.0,-0.07612676441599474,-0.06155457921036218,dolofresh mr 100mg325mg250mg tablet aceclofenac (100mg) + paracetamol (325mg) + chlorzoxazone (250mg) strip,4,-0.2727482,-0.016876003
source_6-75823,dolofresh mr strip of 10 tablets,source_6,True,85.0,72.25,smart laboratories pvt ltd,10 Tablet(s) in Strip,STRIP,chlorzoxazone(250.0 mg) + aceclofenac(100.0 mg) + paracetamol / acetaminophen(325.0 mg),212,38,236,10.0,-0.07612676441599474,-0.08074318960834798,dolofresh mr strip of 10 tablets chlorzoxazone(250.0 mg) + aceclofenac(100.0 mg) + paracetamol / acetaminophen(325.0 mg) STRIP,4,-0.19237724,0.013461754
source_7-90437,dolofresh oral suspension,source_7,True,40.0,38.8,smart laboratories pvt ltd,60.0 ml in 1 bottle,bottle,aceclofenac (50mg) + paracetamol (125mg),20,55,236,60.0,-0.13494109961008172,-0.14398053126476418,dolofresh oral suspension aceclofenac (50mg) + paracetamol (125mg) bottle,0,-0.031974353,-0.33914265
source_7-90438,dolofresh sp 100mg325mg15mg tablet,source_7,True,85.0,82.4,smart laboratories pvt ltd,10.0 tablets in 1 strip,strip,aceclofenac (100mg) + paracetamol (325mg) + serratiopeptidase (15mg),7,57,236,10.0,-0.07612676441599474,-0.06155457921036218,dolofresh sp 100mg325mg15mg tablet aceclofenac (100mg) + paracetamol (325mg) + serratiopeptidase (15mg) strip,4,-0.30567193,-0.068724595
source_6-75825,dolofresh sp strip of 10 tablets,source_6,True,88.0,74.8,smart laboratories pvt ltd,10 Tablet(s) in Strip,STRIP,aceclofenac(100.0 mg) + serratiopeptidase(15.0 mg) + paracetamol / acetaminophen(325.0 mg),74,38,236,10.0,-0.07220580873638893,-0.07592240571525796,dolofresh sp strip of 10 tablets aceclofenac(100.0 mg) + serratiopeptidase(15.0 mg) + paracetamol / acetaminophen(325.0 mg) STRIP,4,-0.2720978,-0.060227476
source_6-75826,dolofresh strip of 10 tablets,source_6,True,48.0,40.8,smart laboratories pvt ltd,10 Tablet(s) in Strip,STRIP,aceclofenac(100.0 mg) + paracetamol / acetaminophen(325.0 mg),70,38,236,10.0,-0.12448521779779959,-0.14019952428979163,dolofresh strip of 10 tablets aceclofenac(100.0 mg) + paracetamol / acetaminophen(325.0 mg) STRIP,4,-0.27999663,-0.02830629
source_1-65148,dolofresh tablet 10s,source_1,True,44.0,38.72,smart laboratories pvt ltd,10,Strip | Tablet,aceclofenac-100mg + paracetamol-325mg,93,42,236,10.0,-0.12971315870394065,-0.14413177154376308,dolofresh tablet 10s aceclofenac-100mg + paracetamol-325mg Strip | Tablet,4,-0.32700193,0.0029597052
source_6-75827,dologaba 300mg strip of 10 tablets,source_6,True,181.0,181.0,arwana pharmaceuticals,10 Tablet(s) in Strip,STRIP,gabapentin(300.0 mg),386,38,29,10.0,0.04934381733139083,0.12484906465578544,dologaba 300mg strip of 10 tablets gabapentin(300.0 mg) STRIP,1,0.03947126,0.19977275
source_2-39654,dologaba 300mg tablet,source_2,True,114.0,93.48,arwana pharmaceuticals,300,strip,gabapentin 300mg,384,57,29,300.0,-0.03822419284647201,-0.040607800569014155,dologaba 300mg tablet gabapentin 300mg strip,1,-0.032216452,0.25356695
source_1-65150,dologel 15 gm,source_1,False,109.0,95.9,dr. reddy's laboratories ltd,15,Tube | Mouth Gel,benzalkonium chloride-0.01%w/w + choline salicylate-8.7%w/w + lignocaine hydrochloride-2%w/w,140,48,86,15.0,-0.04475911897914834,-0.03603278212929734,dologel 15 gm benzalkonium chloride-0.01%w/w + choline salicylate-8.7%w/w + lignocaine hydrochloride-2%w/w Tube | Mouth Gel,3,0.24235189,-0.07301193
source_6-75828,dologel ct gel 10gm,source_6,False,103.0,90.64,dr. reddy's laboratories ltd,10g Mouth Gel in Tube,TUBE,choline salicylate(8.7 %) + lidocaine / lignocaine(2.0 %),218,43,86,10.0,-0.05260103033835994,-0.04597683047347521,dologel ct gel 10gm choline salicylate(8.7 %) + lidocaine / lignocaine(2.0 %) TUBE,3,0.28415886,-0.097412854
source_1-65151,dologel ct gel 10 gm,source_1,False,103.0,90.6,dr. reddy's laboratories ltd,10,Tube | Mouth Gel,benzalkonium chloride-0.01%w/w + choline salicylate-8.7% w/w + lignocaine hydrochloride-2%w/w,139,48,86,10.0,-0.05260103033835994,-0.04605245061297467,dologel ct gel 10 gm benzalkonium chloride-0.01%w/w + choline salicylate-8.7% w/w + lignocaine hydrochloride-2%w/w Tube | Mouth Gel,3,0.24106112,-0.034382913
source_3-2155,dologel ct tube 10gm,source_3,True,103.0,87.55,dr. reddy's laboratories ltd,10,Tube GEL,benzalkonium chloride 0.01 %w/w + choline salicylate 8.7 %w/w + lignocaine 2 %w/w,138,45,86,10.0,-0.05260103033835994,-0.05181848624980783,dologel ct tube 10gm benzalkonium chloride 0.01 %w/w + choline salicylate 8.7 %w/w + lignocaine 2 %w/w Tube GEL,3,0.2959185,0.01595445
source_6-75829,dologel gel 15gm,source_6,False,109.0,95.92,dr. reddy's laboratories ltd,15g Mouth Gel in Tube,TUBE,choline salicylate(8.7 %) + lidocaine / lignocaine(2.0 %),218,43,86,15.0,-0.04475911897914834,-0.035994972059547624,dologel gel 15gm choline salicylate(8.7 %) + lidocaine / lignocaine(2.0 %) TUBE,3,0.29471284,-0.13596465
source_7-90442,dologen plus 325mg20mg tablet,source_7,True,125.0,121.0,zerico lifesciences pvt ltd,10.0 tablets in 1 strip,strip,paracetamol (325mg) + piroxicam (20mg),558,57,283,10.0,-0.02384735535458408,0.011418855406608384,dologen plus 325mg20mg tablet paracetamol (325mg) + piroxicam (20mg) strip,4,-0.16544968,-0.05671348
source_6-75830,dologen strip of 10 tablets,source_6,True,64.0,64.0,zerico lifesciences pvt ltd,10 Tablet(s) in Strip,STRIP,tramadol(37.5 mg) + paracetamol / acetaminophen(325.0 mg),716,38,283,10.0,-0.10357345417323532,-0.09633984338010983,dologen strip of 10 tablets tramadol(37.5 mg) + paracetamol / acetaminophen(325.0 mg) STRIP,4,-0.24107814,-0.18384844
source_7-90443,dologen tablet,source_7,True,143.3909250764526,115.28856905660376,zerico lifesciences pvt ltd,10 tablets,strip,tramadol (37.5mg) + paracetamol (325mg),709,57,283,10.0,0.00018931202265641518,0.000621375289580718,dologen tablet tramadol (37.5mg) + paracetamol (325mg) strip,4,-0.2688637,-0.219677
source_1-65152,dologen tablet 10s,source_1,True,78.5,69.08,zerico lifesciences pvt ltd,10,Strip | Tablet,acetaminophen + tramadol,111,42,283,10.0,-0.08462216838847396,-0.0867360856636795,dologen tablet 10s acetaminophen + tramadol Strip | Tablet,4,-0.25115794,0.027351446
source_7-90444,dologen xt 50mg50mg tablet,source_7,True,200.0,194.0,zerico lifesciences pvt ltd,10.0 tablets in 1 strip,strip,eperisone (50mg) + diclofenac (50mg),334,57,283,10.0,0.0741765366355609,0.14942560999310714,dologen xt 50mg50mg tablet eperisone (50mg) + diclofenac (50mg) strip,1,-0.08949527,0.17716198
source_6-75831,dologen xt strip of 10 tablets,source_6,True,200.0,200.0,zerico lifesciences pvt ltd,10 Tablet(s) in Strip,STRIP,diclofenac sodium + eperisone,277,38,283,10.0,0.0741765366355609,0.16076863091802485,dologen xt strip of 10 tablets diclofenac sodium + eperisone STRIP,1,0.026850857,0.16391072
source_6-75832,dologesic gold tablets,source_6,True,20.0,17.6,micro labs,10 Tablet(s) in Strip,STRIP,diclofenac sodium + paracetamol,278,38,176,10.0,-0.16108080414078704,-0.18405920519947339,dologesic gold tablets diclofenac sodium + paracetamol STRIP,4,-0.13382895,-0.09812696
source_6-75833,dologesic sp strip of 10 tablets,source_6,True,90.55,76.97,micro labs,10 Tablet(s) in Strip,STRIP,diclofenac(50.0 mg) + serratiopeptidase(10.0 mg) + paracetamol / acetaminophen(325.0 mg),297,38,176,10.0,-0.068872996408724,-0.07182001314741271,dologesic sp strip of 10 tablets diclofenac(50.0 mg) + serratiopeptidase(10.0 mg) + paracetamol / acetaminophen(325.0 mg) STRIP,4,-0.20707552,-0.10286186
source_2-39657,dologesic sp tablet,source_2,True,16.25,13.32,micro labs ltd,10 tablets,strip,"diclofenac na,paracetamol/acetaminophen na,serrati",272,57,177,10.0,-0.1659819987402943,-0.1921505601259147,"dologesic sp tablet diclofenac na,paracetamol/acetaminophen na,serrati strip",4,-0.20057197,-0.11617763
source_6-75834,dologesic strip of 10 tablets,source_6,True,39.5,39.5,micro labs,10 Tablet(s) in Strip,STRIP,diclofenac(50.0 mg) + paracetamol / acetaminophen(325.0 mg),294,38,176,10.0,-0.13559459222334935,-0.1426571788235238,dologesic strip of 10 tablets diclofenac(50.0 mg) + paracetamol / acetaminophen(325.0 mg) STRIP,4,-0.20539601,-0.072765514
source_7-90445,dologin 500mg tablet,source_7,True,395.58,384.0,opal labs pvt ltd,10.0 tablets in 1 strip,strip,mefenamic acid (500mg),451,57,197,10.0,0.32979670724132826,0.5086212726155012,dologin 500mg tablet mefenamic acid (500mg) strip,1,-0.05827105,0.13217705
source_7-90446,dologlan 1000mg infusion,source_7,True,313.0,272.7,gland pharma ltd,100.0 ml in 1 bottle,bottle,paracetamol (1000mg),550,55,104,100.0,0.22186586723404597,0.29820823445827765,dologlan 1000mg infusion paracetamol (1000mg) bottle,0,0.14577328,-0.34090063
source_6-75835,dologlan bottle of 100ml infusion,source_6,True,340.0,299.2,gland pharma ltd,100ml Infusion in Bottle,BOTTLE,paracetamol / acetaminophen(1.0 g),565,2,104,100.0,0.25715446835049816,0.3483065768766642,dologlan bottle of 100ml infusion paracetamol / acetaminophen(1.0 g) BOTTLE,0,0.18875794,-0.3653939
source_7-90447,dolohit 50mg injection,source_7,True,143.3909250764526,115.28856905660376,volus pharma pvt ltd,50,injection,tramadol (50mg),710,56,273,50.0,0.00018931202265641518,0.000621375289580718,dolohit 50mg injection tramadol (50mg) injection,2,0.09464307,-0.22363752
source_7-90448,dolohit p 375mg325mg tablet,source_7,True,143.3909250764526,115.28856905660376,volus pharma pvt ltd,325,strip,tramadol (37.5mg) + paracetamol (325mg),709,57,273,325.0,0.00018931202265641518,0.000621375289580718,dolohit p 375mg325mg tablet tramadol (37.5mg) + paracetamol (325mg) strip,4,-0.26834732,-0.23848005
source_6-75837,doloid suspension 60ml,source_6,True,143.3909250764526,115.28856905660376,novartis india ltd,60ml Suspension in Bottle,BOTTLE,paracetamol + propoxyphene,563,2,191,60.0,0.00018931202265641518,0.000621375289580718,doloid suspension 60ml paracetamol + propoxyphene BOTTLE,0,0.29631373,-0.45889127
source_1-65154,doloja aq 75mg injection,source_1,True,22.99,20.2312,ajapa pharma pvt ltd,1,Vial | Injection,diclofenac-75mg,310,54,11,1.0,-0.1571729183134466,-0.1790849124231995,doloja aq 75mg injection diclofenac-75mg Vial | Injection,2,0.26186508,-0.043318506
source_7-90450,dolojoy tablet,source_7,True,143.3909250764526,115.28856905660376,winmark pharmaceuticals pvt ltd,10 tablets,strip,paracetamol (650mg) + codeine (30mg),562,57,278,10.0,0.00018931202265641518,0.000621375289580718,dolojoy tablet paracetamol (650mg) + codeine (30mg) strip,4,-0.24068664,-0.09799461
source_1-65155,dolojoy tablet 10s,source_1,True,155.0,136.4,winmark healthcare pvt ltd,10,Strip | Tablet,codeine-30mg + paracetamol-650mg,232,42,277,10.0,0.015362201441473907,0.040532609113897174,dolojoy tablet 10s codeine-30mg + paracetamol-650mg Strip | Tablet,4,-0.24135745,-0.08922877
source_2-39659,dolojust 50mg325mg tablet,source_2,True,19.48,15.97,mankind pharma ltd,325,strip,"diclofenac 50mg,paracetamol/acetaminophen 325mg",264,57,158,325.0,-0.16176043645858537,-0.18714072588407607,"dolojust 50mg325mg tablet diclofenac 50mg,paracetamol/acetaminophen 325mg strip",4,-0.27674997,-0.13947885
source_6-75838,dolojust strip of 10 tablets,source_6,True,23.52,23.52,mankind pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,diclofenac(50.0 mg) + paracetamol / acetaminophen(325.0 mg),294,38,160,10.0,-0.15648021614338292,-0.1728674245535546,dolojust strip of 10 tablets diclofenac(50.0 mg) + paracetamol / acetaminophen(325.0 mg) STRIP,4,-0.23508789,-0.054927755
source_1-65156,dolojust tablet 10s,source_1,True,25.5,22.4,mankind pharma pvt ltd,10,Strip | Tablet,diclofenac-50mg + paracetamol-500mg,306,42,159,10.0,-0.15389238539484307,-0.17498478845953927,dolojust tablet 10s diclofenac-50mg + paracetamol-500mg Strip | Tablet,4,-0.25515932,-0.05257645
source_7-90452,dolokam 20mg tablet dt,source_7,True,36.5,35.4,cadila pharmaceuticals ltd,10.0 tablet dt in 1 strip,strip,piroxicam (20mg),624,57,52,10.0,-0.13951554790295514,-0.15040824312221757,dolokam 20mg tablet dt piroxicam (20mg) strip,1,-0.07326914,0.33020326
source_6-75839,dolokam dt 20mg tablets,source_6,True,31.0,27.28,zydus healthcare ltd,10 Tablet(s) in Strip,STRIP,piroxicam(20.0 mg),635,38,289,10.0,-0.14670396664889912,-0.16575913144060617,dolokam dt 20mg tablets piroxicam(20.0 mg) STRIP,1,-0.023220446,0.28610194
source_6-75840,doloket eye drops 5ml,source_6,True,36.5,32.12,fdc ltd,5ml Eye Drop in Bottle,BOTTLE,ketorolac(0.5 %),431,2,99,5.0,-0.13951554790295514,-0.15660909456117258,doloket eye drops 5ml ketorolac(0.5 %) BOTTLE,0,0.34963655,-0.21404834
source_6-75841,doloket ls eye drops 5ml,source_6,True,40.0,35.2,fdc ltd,5ml Eye Drop in Bottle,BOTTLE,ketorolac(0.4 %),430,2,99,5.0,-0.13494109961008172,-0.1507863438197148,doloket ls eye drops 5ml ketorolac(0.4 %) BOTTLE,0,0.34144726,-0.20221487
source_1-65157,doloketls eye drops 5 ml,source_1,False,36.5,32.12,fdc ltd,5,Bottle | Eye Drops,ketorolac-0.4%w/v,433,9,99,5.0,-0.13951554790295514,-0.15660909456117258,doloketls eye drops 5 ml ketorolac-0.4%w/v Bottle | Eye Drops,0,0.29421997,-0.21645062
source_6-75842,doloket o eye drops 5ml,source_6,True,52.37,46.09,fdc ltd,5ml Eye Drop in Bottle,BOTTLE,ketorolac(4.0 mg) + ofloxacin(3.0 mg),432,2,99,5.0,-0.11877369235784047,-0.13019876084098916,doloket o eye drops 5ml ketorolac(4.0 mg) + ofloxacin(3.0 mg) BOTTLE,0,0.23463145,-0.15246513
source_6-75844,dolokind 100mg strip of 10 tablets,source_6,True,38.8,34.14,mankind pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,aceclofenac(100.0 mg),66,38,160,10.0,-0.13650948188192405,-0.15279027751645027,dolokind 100mg strip of 10 tablets aceclofenac(100.0 mg) STRIP,1,-0.1272621,0.2602768
source_7-90455,dolokind 100mg tablet,source_7,True,38.8,30.6,mankind pharma ltd,10.0 tablets in 1 strip,strip,aceclofenac (100mg),1,57,158,10.0,-0.13650948188192405,-0.1594826598621517,dolokind 100mg tablet aceclofenac (100mg) strip,1,-0.16804624,0.3165091
source_6-75845,dolokind aa strip of 10 tablets,source_6,True,104.5,91.96,mankind pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,aceclofenac(100.0 mg) + serratiopeptidase(15.0 mg) + paracetamol / acetaminophen(325.0 mg),74,38,160,10.0,-0.05064055249855704,-0.04348136586999332,dolokind aa strip of 10 tablets aceclofenac(100.0 mg) + serratiopeptidase(15.0 mg) + paracetamol / acetaminophen(325.0 mg) STRIP,4,-0.24525653,-0.07177913
source_7-90456,dolokind aa tablet,source_7,True,114.95,92.7,mankind pharma ltd,10.0 tablets in 1 strip,strip,aceclofenac (100mg) + paracetamol (325mg) + serratiopeptidase (15mg),7,57,158,10.0,-0.036982556881263506,-0.04208239328925346,dolokind aa tablet aceclofenac (100mg) + paracetamol (325mg) + serratiopeptidase (15mg) strip,4,-0.29546475,-0.06369901
source_1-65158,dolokindaa tablet 10s,source_1,True,114.5,100.8,mankind pharma pvt ltd,10,Strip | Tablet,aceclofenac-100mg + paracetamol-325mg + serratiopeptidase-15mg,94,42,159,10.0,-0.03757070023320438,-0.026769315040614566,dolokindaa tablet 10s aceclofenac-100mg + paracetamol-325mg + serratiopeptidase-15mg Strip | Tablet,4,-0.25935277,-0.033936273
source_6-75846,dolokind aq ampoule of 1ml injection,source_6,True,32.89,28.94,mankind pharmaceuticals ltd,1ml Injection in Ampoule,AMPOULE,diclofenac sodium(75.0 mg/ml),281,0,160,1.0,-0.14423376457074746,-0.16262089565137897,dolokind aq ampoule of 1ml injection diclofenac sodium(75.0 mg/ml) AMPOULE,2,0.28557035,-0.01835411
source_7-90457,dolokind aqua 75mg injection,source_7,True,36.17,25.38,mankind pharma ltd,1.0 ml in 1 ampoule,injection,diclofenac (75mg),254,56,158,1.0,-0.1399468530277118,-0.16935108806683014,dolokind aqua 75mg injection diclofenac (75mg) injection,2,0.2649584,-0.036620107
source_1-65159,dolokind aqua injection 1s,source_1,True,36.0,31.7,mankind pharma pvt ltd,1,Vial | Injection,diclofenac-75mg,310,54,159,1.0,-0.14016904051622278,-0.1574031060259168,dolokind aqua injection 1s diclofenac-75mg Vial | Injection,2,0.29579875,-0.03886265
source_6-75847,dolokind eye drops 5ml,source_6,True,54.57,48.02,mankind pharmaceuticals ltd,5ml Eye Drop in Bottle,BOTTLE,carmellose + flurbiprofen,170,2,160,5.0,-0.1158983248594629,-0.12655008911014065,dolokind eye drops 5ml carmellose + flurbiprofen BOTTLE,0,0.22747698,-0.21937807
source_1-65160,dolokind eye drops 5ml,source_1,True,60.5,53.24,mankind pharma pvt ltd,5,Bottle | Eye Drops,flurbiprofen-0.03mg/5ml + hypromellose-0.25% w/v,379,9,159,5.0,-0.10814790246610875,-0.11668166090546224,dolokind eye drops 5ml flurbiprofen-0.03mg/5ml + hypromellose-0.25% w/v Bottle | Eye Drops,0,0.16577215,-0.17221822
